OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Length,Shape__Area
1428,24,Westmeath,88770,4/23/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,421,474.2593218,,,422669.3327,5208705730
1429,25,Wexford,149722,4/23/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,151,100.853582,,,589324.4767,6332221063
1430,26,Wicklow,142425,4/23/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,558,391.7851501,,,427539.1986,5580728579
1431,1,Carlow,56932,4/24/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,91,159.8398089,,,319348.5725,2432351721
1432,2,Cavan,76176,4/24/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,574,753.5181685,,,515954.4965,5575009911
1433,3,Clare,118817,4/24/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,209,175.9007549,,,1013948.95,8722541706
1434,4,Cork,542868,4/24/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1110,204.4695948,,,2129949.409,19529490886
1435,5,Donegal,159192,4/24/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,446,280.1648324,,,2145085.774,14624041937
1436,6,Dublin,1347359,4/24/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,9224,684.5985368,,,449433.5318,2612632655
1437,7,Galway,258058,4/24/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,332,128.6532485,,,1972288.286,17079158586
1438,8,Kerry,147707,4/24/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,277,187.5334277,,,1753779.819,12483603408
1439,9,Kildare,222504,4/24/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1028,462.014166,,,422182.0368,4726063622
1440,10,Kilkenny,99232,4/24/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,230,231.7800709,,,453397.5722,5585391835
1441,11,Laois,84697,4/24/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,205,242.0392694,,,398512.4622,4731211499
1442,12,Leitrim,32044,4/24/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,64,199.7253776,,,453253.685,4618679673
1443,13,Limerick,194899,4/24/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,442,226.7841292,,,673892.6905,7206726912
1444,14,Longford,40873,4/24/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,124,303.3787586,,,315245.1728,3097977869
1445,15,Louth,128884,4/24/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,597,463.2072251,,,352203.5172,2386326963
1446,16,Mayo,130507,4/24/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,435,333.3154543,,,2101964.077,16036984139
1447,17,Meath,195044,4/24/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,613,314.2880581,,,554844.7505,6658570746
1448,18,Monaghan,61386,4/24/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,350,570.1625778,,,392803.0473,3768943157
1449,19,Offaly,77961,4/24/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,225,288.6058414,,,561440.3786,5558826350
1450,20,Roscommon,64544,4/24/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,116,179.7223599,,,622494.1546,7278743876
1451,21,Sligo,65535,4/24/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,104,158.6938277,,,682286.8703,5348370378
1452,22,Tipperary,159553,4/24/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,346,216.855841,,,781276.5797,11551196729
1453,23,Waterford,116176,4/24/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,135,116.2030023,,,643184.904,4848379555
1454,24,Westmeath,88770,4/24/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,437,492.2834291,,,422669.3327,5208705730
1455,25,Wexford,149722,4/24/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,156,104.1931046,,,589324.4767,6332221063
1456,26,Wicklow,142425,4/24/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,561,393.8915219,,,427539.1986,5580728579
1457,1,Carlow,56932,4/25/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,92,161.5962903,,,319348.5725,2432351721
1458,2,Cavan,76176,4/25/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,609,799.4643982,,,515954.4965,5575009911
1459,3,Clare,118817,4/25/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,212,178.4256462,,,1013948.95,8722541706
1460,4,Cork,542868,4/25/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1125,207.2326975,,,2129949.409,19529490886
1461,5,Donegal,159192,4/25/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,452,283.933866,,,2145085.774,14624041937
1462,6,Dublin,1347359,4/25/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,9532,707.4580717,,,449433.5318,2612632655
1463,7,Galway,258058,4/25/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,335,129.8157778,,,1972288.286,17079158586
1464,8,Kerry,147707,4/25/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,288,194.9806035,,,1753779.819,12483603408
1465,9,Kildare,222504,4/25/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1127,506.5077482,,,422182.0368,4726063622
1466,10,Kilkenny,99232,4/25/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,233,234.8032893,,,453397.5722,5585391835
1467,11,Laois,84697,4/25/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,205,242.0392694,,,398512.4622,4731211499
1468,12,Leitrim,32044,4/25/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,66,205.9667957,,,453253.685,4618679673
1469,13,Limerick,194899,4/25/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,457,234.4804232,,,673892.6905,7206726912
1470,14,Longford,40873,4/25/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,129,315.6117731,,,315245.1728,3097977869
1471,15,Louth,128884,4/25/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,627,486.4839701,,,352203.5172,2386326963
1472,16,Mayo,130507,4/25/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,464,355.5364846,,,2101964.077,16036984139
1473,17,Meath,195044,4/25/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,626,320.9532208,,,554844.7505,6658570746
1474,18,Monaghan,61386,4/25/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,373,607.6304043,,,392803.0473,3768943157
1475,19,Offaly,77961,4/25/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,228,292.4539193,,,561440.3786,5558826350
1476,20,Roscommon,64544,4/25/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,135,209.159643,,,622494.1546,7278743876
1477,21,Sligo,65535,4/25/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,114,173.9528496,,,682286.8703,5348370378
1478,22,Tipperary,159553,4/25/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,364,228.1373587,,,781276.5797,11551196729
1479,23,Waterford,116176,4/25/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,137,117.9245283,,,643184.904,4848379555
1480,24,Westmeath,88770,4/25/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,446,502.4219894,,,422669.3327,5208705730
1481,25,Wexford,149722,4/25/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,162,108.2005317,,,589324.4767,6332221063
1482,26,Wicklow,142425,4/25/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,557,391.0830262,,,427539.1986,5580728579
1483,1,Carlow,56932,4/26/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,93,163.3527717,,,319348.5725,2432351721
1484,2,Cavan,76176,4/26/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,627,823.0938878,,,515954.4965,5575009911
1485,3,Clare,118817,4/26/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,229,192.7333631,,,1013948.95,8722541706
1486,4,Cork,542868,4/26/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1126,207.4169043,,,2129949.409,19529490886
1487,5,Donegal,159192,4/26/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,453,284.5620383,,,2145085.774,14624041937
1488,6,Dublin,1347359,4/26/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,9624,714.2862444,,,449433.5318,2612632655
1489,7,Galway,258058,4/26/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,332,128.6532485,,,1972288.286,17079158586
1490,8,Kerry,147707,4/26/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,288,194.9806035,,,1753779.819,12483603408
1491,9,Kildare,222504,4/26/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1147,515.4963506,,,422182.0368,4726063622
1492,10,Kilkenny,99232,4/26/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,233,234.8032893,,,453397.5722,5585391835
1493,11,Laois,84697,4/26/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,212,250.3040249,,,398512.4622,4731211499
1494,12,Leitrim,32044,4/26/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,67,209.0875047,,,453253.685,4618679673
1495,13,Limerick,194899,4/26/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,518,265.7786854,,,673892.6905,7206726912
1496,14,Longford,40873,4/26/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,135,330.2913904,,,315245.1728,3097977869
1497,15,Louth,128884,4/26/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,640,496.5705596,,,352203.5172,2386326963
1498,16,Mayo,130507,4/26/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,466,357.0689695,,,2101964.077,16036984139
1499,17,Meath,195044,4/26/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,638,327.1056787,,,554844.7505,6658570746
1500,18,Monaghan,61386,4/26/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,385,627.1788356,,,392803.0473,3768943157
1501,19,Offaly,77961,4/26/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,236,302.7154603,,,561440.3786,5558826350
1502,20,Roscommon,64544,4/26/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,141,218.4556272,,,622494.1546,7278743876
1503,21,Sligo,65535,4/26/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,117,178.5305562,,,682286.8703,5348370378
1504,22,Tipperary,159553,4/26/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,370,231.8978647,,,781276.5797,11551196729
1505,23,Waterford,116176,4/26/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,138,118.7852913,,,643184.904,4848379555
1506,24,Westmeath,88770,4/26/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,448,504.6750028,,,422669.3327,5208705730
1507,25,Wexford,149722,4/26/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,162,108.2005317,,,589324.4767,6332221063
1508,26,Wicklow,142425,4/26/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,558,391.7851501,,,427539.1986,5580728579
1509,1,Carlow,56932,4/27/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,95,166.8657346,,,319348.5725,2432351721
1510,2,Cavan,76176,4/27/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,634,832.2831338,,,515954.4965,5575009911
1511,3,Clare,118817,4/27/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,232,195.2582543,,,1013948.95,8722541706
1512,4,Cork,542868,4/27/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1136,209.2589727,,,2129949.409,19529490886
1513,5,Donegal,159192,4/27/2020 0:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,454,285.1902106,,,2145085.774,14624041937
1514,6,Dublin,1347359,4/27/2020 0:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,9751,723.7120916,,,449433.5318,2612632655
1515,7,Galway,258058,4/27/2020 0:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,351,136.0159344,,,1972288.286,17079158586
1516,8,Kerry,147707,4/27/2020 0:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,292,197.6886674,,,1753779.819,12483603408
1517,9,Kildare,222504,4/27/2020 0:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1162,522.2378025,,,422182.0368,4726063622
1518,10,Kilkenny,99232,4/27/2020 0:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,236,237.8265076,,,453397.5722,5585391835
1519,11,Laois,84697,4/27/2020 0:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,216,255.0267424,,,398512.4622,4731211499
1520,12,Leitrim,32044,4/27/2020 0:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,67,209.0875047,,,453253.685,4618679673
1521,13,Limerick,194899,4/27/2020 0:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,532,272.9618931,,,673892.6905,7206726912
1522,14,Longford,40873,4/27/2020 0:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,145,354.7574193,,,315245.1728,3097977869
1523,15,Louth,128884,4/27/2020 0:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,652,505.8812576,,,352203.5172,2386326963
1524,16,Mayo,130507,4/27/2020 0:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,478,366.2638786,,,2101964.077,16036984139
1525,17,Meath,195044,4/27/2020 0:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,661,338.8978897,,,554844.7505,6658570746
1526,18,Monaghan,61386,4/27/2020 0:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,388,632.0659434,,,392803.0473,3768943157
1527,19,Offaly,77961,4/27/2020 0:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,264,338.6308539,,,561440.3786,5558826350
1528,20,Roscommon,64544,4/27/2020 0:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,148,229.300942,,,622494.1546,7278743876
1529,21,Sligo,65535,4/27/2020 0:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,116,177.004654,,,682286.8703,5348370378
1530,22,Tipperary,159553,4/27/2020 0:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,389,243.8061334,,,781276.5797,11551196729
1531,23,Waterford,116176,4/27/2020 0:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,137,117.9245283,,,643184.904,4848379555
1532,24,Westmeath,88770,4/27/2020 0:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,461,519.31959,,,422669.3327,5208705730
1533,25,Wexford,149722,4/27/2020 0:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,162,108.2005317,,,589324.4767,6332221063
1534,26,Wicklow,142425,4/27/2020 0:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,564,395.9978936,,,427539.1986,5580728579
1535,1,Carlow,56932,4/28/2020 0:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,95,166.8657346,,,319348.5725,2432351721
1536,2,Cavan,76176,4/28/2020 0:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,634,832.2831338,,,515954.4965,5575009911
1537,3,Clare,118817,4/28/2020 0:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,232,195.2582543,,,1013948.95,8722541706
1538,4,Cork,542868,4/28/2020 0:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1146,211.1010411,,,2129949.409,19529490886
